pathway_id,pathway_name,Gene
mmu05032,Morphine addiction,GABRE
mmu05032,Morphine addiction,GABRG1
mmu05032,Morphine addiction,GABRG2
mmu05032,Morphine addiction,GABRG3
mmu05032,Morphine addiction,GABRR1
mmu05032,Morphine addiction,GABRR2
mmu05032,Morphine addiction,GNAI1
mmu05032,Morphine addiction,GNAI2
mmu05032,Morphine addiction,GNAI3
mmu05032,Morphine addiction,GNAO1
mmu05032,Morphine addiction,GNAS
mmu05032,Morphine addiction,GNB1
mmu05032,Morphine addiction,GNB2
mmu05032,Morphine addiction,GNB3
mmu05032,Morphine addiction,GNB4
mmu05032,Morphine addiction,GNB5
mmu05032,Morphine addiction,GNGT1
mmu05032,Morphine addiction,GNG10
mmu05032,Morphine addiction,GNG12
mmu05032,Morphine addiction,GNG2
mmu05032,Morphine addiction,GNG3
mmu05032,Morphine addiction,GNG4
mmu05032,Morphine addiction,GNG5
mmu05032,Morphine addiction,GNG7
mmu05032,Morphine addiction,GNG8
mmu05032,Morphine addiction,GNGT2
mmu05032,Morphine addiction,GRK4
mmu05032,Morphine addiction,GRK5
mmu05032,Morphine addiction,KCNJ3
mmu05032,Morphine addiction,KCNJ5
mmu05032,Morphine addiction,KCNJ6
mmu05032,Morphine addiction,KCNJ9
mmu05032,Morphine addiction,OPRM1
mmu05032,Morphine addiction,PDE1A
mmu05032,Morphine addiction,PDE1B
mmu05032,Morphine addiction,PDE1C
mmu05032,Morphine addiction,PDE3B
mmu05032,Morphine addiction,PDE4A
mmu05032,Morphine addiction,PDE4B
mmu05032,Morphine addiction,PDE7A
mmu05032,Morphine addiction,PDE8A
mmu05032,Morphine addiction,PRKACA
mmu05032,Morphine addiction,PRKACB
mmu05032,Morphine addiction,PRKCA
mmu05032,Morphine addiction,PRKCB
mmu05032,Morphine addiction,PRKCG
mmu05032,Morphine addiction,PDE2A
mmu05032,Morphine addiction,ADCY2
mmu05032,Morphine addiction,GABRP
mmu05032,Morphine addiction,ARRB2
mmu05032,Morphine addiction,PDE8B
mmu05032,Morphine addiction,SLC32A1
mmu05032,Morphine addiction,ADCY5
mmu05032,Morphine addiction,PDE4D
mmu05032,Morphine addiction,PDE10A
mmu05032,Morphine addiction,PDE11A
mmu05032,Morphine addiction,GABBR2
mmu05032,Morphine addiction,GRK6
mmu05032,Morphine addiction,PDE7B
mmu05032,Morphine addiction,GRK3
mmu05032,Morphine addiction,GABRR3
mmu05032,Morphine addiction,ADCY1
mmu05032,Morphine addiction,GABBR1
mmu05032,Morphine addiction,PDE3A
mmu05032,Morphine addiction,GABRQ
mmu05032,Morphine addiction,GNG13
mmu05032,Morphine addiction,GNG11
mmu05033,Nicotine addiction,GABRA5
mmu05033,Nicotine addiction,CHRNA4
mmu05033,Nicotine addiction,CHRNA6
mmu05033,Nicotine addiction,CHRNA7
mmu05033,Nicotine addiction,CHRNB2
mmu05033,Nicotine addiction,CACNA1A
mmu05033,Nicotine addiction,CACNA1B
mmu05033,Nicotine addiction,SLC17A6
mmu05033,Nicotine addiction,GABRA1
mmu05033,Nicotine addiction,GABRA2
mmu05033,Nicotine addiction,GABRA3
mmu05033,Nicotine addiction,GABRA4
mmu05033,Nicotine addiction,GABRA6
mmu05033,Nicotine addiction,GABRB1
mmu05033,Nicotine addiction,GABRB2
mmu05033,Nicotine addiction,GABRB3
mmu05033,Nicotine addiction,GABRD
mmu05033,Nicotine addiction,GABRE
mmu05033,Nicotine addiction,GABRG1
mmu05033,Nicotine addiction,GABRG2
mmu05033,Nicotine addiction,GABRG3
mmu05033,Nicotine addiction,GABRR1
mmu05033,Nicotine addiction,GABRR2
mmu05033,Nicotine addiction,GRIA1
mmu05033,Nicotine addiction,GRIA2
mmu05033,Nicotine addiction,GRIA4
mmu05033,Nicotine addiction,GRIN1
mmu05033,Nicotine addiction,GRIN2A
mmu05033,Nicotine addiction,GRIN2B
mmu05033,Nicotine addiction,GRIN2C
mmu05033,Nicotine addiction,GRIN2D
mmu05033,Nicotine addiction,GRIN3B
mmu05033,Nicotine addiction,SLC17A8
mmu05033,Nicotine addiction,GABRP
mmu05033,Nicotine addiction,SLC32A1
mmu05033,Nicotine addiction,GRIN3A
mmu05033,Nicotine addiction,GABRR3
mmu05033,Nicotine addiction,GRIA3
mmu05033,Nicotine addiction,GABRQ
mmu05033,Nicotine addiction,SLC17A7
mmu05034,Alcoholism,H2AB1
mmu05034,Alcoholism,H4C17
mmu05034,Alcoholism,H2AL2B
mmu05034,Alcoholism,H2AL1A
mmu05034,Alcoholism,H2AL1B
mmu05034,Alcoholism,H2AL1C
mmu05034,Alcoholism,H2AL1D
mmu05034,Alcoholism,H2AL1F
mmu05034,Alcoholism,H2AL1G
mmu05034,Alcoholism,H2AL1H
mmu05034,Alcoholism,H2AL1I
mmu05034,Alcoholism,GNG5C
mmu05034,Alcoholism,GNG14
mmu05034,Alcoholism,GM3785
mmu05034,Alcoholism,GM6749
mmu05034,Alcoholism,HAT1
mmu05034,Alcoholism,NPY
mmu05034,Alcoholism,MAOB
mmu05034,Alcoholism,BRAF
mmu05034,Alcoholism,RAF1
mmu05034,Alcoholism,SLC18A1
mmu05034,Alcoholism,ADORA2A
mmu05034,Alcoholism,ADORA2B
mmu05034,Alcoholism,GM47655
mmu05034,Alcoholism,GM44180
mmu05034,Alcoholism,ARAF
mmu05034,Alcoholism,ATF2
mmu05034,Alcoholism,ATF4
mmu05034,Alcoholism,BDNF
mmu05034,Alcoholism,CALM1
mmu05034,Alcoholism,CALM2
mmu05034,Alcoholism,CALM3
mmu05034,Alcoholism,CAMK4
mmu05034,Alcoholism,CREB1
mmu05034,Alcoholism,CREB3
mmu05034,Alcoholism,ATF6B
mmu05034,Alcoholism,CRH
mmu05034,Alcoholism,SLC6A3
mmu05034,Alcoholism,DDC
mmu05034,Alcoholism,SLC29A2
mmu05034,Alcoholism,DRD1
mmu05034,Alcoholism,DRD2
mmu05034,Alcoholism,FOSB
mmu05034,Alcoholism,GNAI1
mmu05034,Alcoholism,GNAI2
mmu05034,Alcoholism,GNAI3
mmu05034,Alcoholism,GNAO1
mmu05034,Alcoholism,GNAS
mmu05034,Alcoholism,GNB1
mmu05034,Alcoholism,GNB2
mmu05034,Alcoholism,GNB3
mmu05034,Alcoholism,GNB4
mmu05034,Alcoholism,GNB5
mmu05034,Alcoholism,GNGT1
mmu05034,Alcoholism,GNG10
mmu05034,Alcoholism,GNG12
mmu05034,Alcoholism,GNG2
mmu05034,Alcoholism,GNG3
mmu05034,Alcoholism,GNG4
mmu05034,Alcoholism,GNG5
mmu05034,Alcoholism,GNG7
mmu05034,Alcoholism,GNG8
mmu05034,Alcoholism,GNGT2
mmu05034,Alcoholism,GRB2
mmu05034,Alcoholism,GRIN1
mmu05034,Alcoholism,GRIN2A
mmu05034,Alcoholism,GRIN2B
mmu05034,Alcoholism,GRIN2C
mmu05034,Alcoholism,GRIN2D
mmu05034,Alcoholism,H3C14
mmu05034,Alcoholism,H3F3A
mmu05034,Alcoholism,H3F3B
mmu05034,Alcoholism,HDAC2
mmu05034,Alcoholism,HDAC3
mmu05034,Alcoholism,HDAC5
mmu05034,Alcoholism,HDAC6
mmu05034,Alcoholism,H2AC18
mmu05034,Alcoholism,H2AX
mmu05034,Alcoholism,HRAS
mmu05034,Alcoholism,KRAS
mmu05034,Alcoholism,GRIN3B
mmu05034,Alcoholism,HDAC10
mmu05034,Alcoholism,MAOA
mmu05034,Alcoholism,NRAS
mmu05034,Alcoholism,NTRK2
mmu05034,Alcoholism,PDYN
mmu05034,Alcoholism,PRKACA
mmu05034,Alcoholism,PRKACB
mmu05034,Alcoholism,PKIA
mmu05034,Alcoholism,PPP1CA
mmu05034,Alcoholism,PPP1CB
mmu05034,Alcoholism,PPP1CC
mmu05034,Alcoholism,PPP1R1B
mmu05034,Alcoholism,SHC1
mmu05034,Alcoholism,SHC3
mmu05034,Alcoholism,SOS1
mmu05034,Alcoholism,SOS2
mmu05034,Alcoholism,CAMKK2
mmu05034,Alcoholism,CREB3L2
mmu05034,Alcoholism,CREB3L3
mmu05034,Alcoholism,HDAC4
mmu05034,Alcoholism,SLC18A2
mmu05034,Alcoholism,SHC2
mmu05034,Alcoholism,TH
mmu05034,Alcoholism,ADCY5
mmu05034,Alcoholism,CREB5
mmu05034,Alcoholism,HDAC11
mmu05034,Alcoholism,H2AJ
mmu05034,Alcoholism,H2AL1J
mmu05034,Alcoholism,GRIN3A
mmu05034,Alcoholism,H3C7
mmu05034,Alcoholism,MAP2K1
mmu05034,Alcoholism,MAPK1
mmu05034,Alcoholism,MAPK3
mmu05034,Alcoholism,CREB3L1
mmu05034,Alcoholism,MACROH2A1
mmu05034,Alcoholism,SHC4
mmu05034,Alcoholism,H3C3
mmu05034,Alcoholism,H3C4
mmu05034,Alcoholism,H3C2
mmu05034,Alcoholism,H3C6
mmu05034,Alcoholism,H3C10
mmu05034,Alcoholism,H3C11
mmu05034,Alcoholism,H3C13
mmu05034,Alcoholism,H4C3
mmu05034,Alcoholism,H4C4
mmu05034,Alcoholism,H4C6
mmu05034,Alcoholism,H4C9
mmu05034,Alcoholism,H4C11
mmu05034,Alcoholism,H4C12
mmu05034,Alcoholism,H4C18
mmu05034,Alcoholism,H2AC25
mmu05034,Alcoholism,H2AC1
mmu05034,Alcoholism,H2AC6
mmu05034,Alcoholism,H2AC7
mmu05034,Alcoholism,H2AC8
mmu05034,Alcoholism,H2AC11
mmu05034,Alcoholism,H2AC12
mmu05034,Alcoholism,H2AC15
mmu05034,Alcoholism,H2AC22
mmu05034,Alcoholism,H2AC24
mmu05034,Alcoholism,H2AC4
mmu05034,Alcoholism,H2AC10
mmu05034,Alcoholism,H2AC20
mmu05034,Alcoholism,H2BC1
mmu05034,Alcoholism,H2BC3
mmu05034,Alcoholism,H2BC6
mmu05034,Alcoholism,H2BC7
mmu05034,Alcoholism,H2BC8
mmu05034,Alcoholism,H2BC9
mmu05034,Alcoholism,H2BC11
mmu05034,Alcoholism,H2BC12
mmu05034,Alcoholism,H2BC13
mmu05034,Alcoholism,H2BC14
mmu05034,Alcoholism,H2BC15
mmu05034,Alcoholism,H2BC22
mmu05034,Alcoholism,H2BC18
mmu05034,Alcoholism,H2BC21
mmu05034,Alcoholism,H2AC13
mmu05034,Alcoholism,H2AC19
mmu05034,Alcoholism,H4C16
mmu05034,Alcoholism,H4C1
mmu05034,Alcoholism,H4C2
mmu05034,Alcoholism,H2AL1O
mmu05034,Alcoholism,H3C1
mmu05034,Alcoholism,H2BC26
mmu05034,Alcoholism,H3F4
mmu05034,Alcoholism,H2AL3
mmu05034,Alcoholism,H2AL1N
mmu05034,Alcoholism,MACROH2A2
mmu05034,Alcoholism,HDAC1
mmu05034,Alcoholism,PPP1CCB
mmu05034,Alcoholism,CALM5
mmu05034,Alcoholism,H2AZ1
mmu05034,Alcoholism,H2AL1K
mmu05034,Alcoholism,H2AL1E
mmu05034,Alcoholism,H2AL2C
mmu05034,Alcoholism,CAMKK1
mmu05034,Alcoholism,HDAC7
mmu05034,Alcoholism,H2AC21
mmu05034,Alcoholism,H2AB2
mmu05034,Alcoholism,H2AB3
mmu05034,Alcoholism,H3F3C
mmu05034,Alcoholism,SLC29A1
mmu05034,Alcoholism,GNG13
mmu05034,Alcoholism,GNG11
mmu05034,Alcoholism,H2AC23
mmu05034,Alcoholism,H2BC23
mmu05034,Alcoholism,H2BC24
mmu05034,Alcoholism,H3F5
mmu05034,Alcoholism,H2BC4
mmu05034,Alcoholism,H2AL2A
mmu05034,Alcoholism,H2BL1
mmu05034,Alcoholism,H4C8
mmu05034,Alcoholism,H2BW2
mmu05034,Alcoholism,HDAC8
mmu05034,Alcoholism,CALML3
mmu05034,Alcoholism,SLC29A3
mmu05034,Alcoholism,CALML4
mmu05034,Alcoholism,H2AL1M
mmu05034,Alcoholism,H2AZ2
mmu05034,Alcoholism,CREB3L4
mmu05034,Alcoholism,H2BC27
mmu05034,Alcoholism,HDAC9
mmu05034,Alcoholism,CALM4
mmu05034,Alcoholism,H3C15
mmu05034,Alcoholism,H4C14
mmu05034,Alcoholism,H3C8
mmu05100,Bacterial invasion of epithelial cells,DNM3
mmu05100,Bacterial invasion of epithelial cells,ACTB
mmu05100,Bacterial invasion of epithelial cells,ACTG1
mmu05100,Bacterial invasion of epithelial cells,RHOA
mmu05100,Bacterial invasion of epithelial cells,ARPC1B
mmu05100,Bacterial invasion of epithelial cells,CTNNA1
mmu05100,Bacterial invasion of epithelial cells,CTNNA2
mmu05100,Bacterial invasion of epithelial cells,CTNNB1
mmu05100,Bacterial invasion of epithelial cells,CAV1
mmu05100,Bacterial invasion of epithelial cells,CAV2
mmu05100,Bacterial invasion of epithelial cells,CAV3
mmu05100,Bacterial invasion of epithelial cells,CBL
mmu05100,Bacterial invasion of epithelial cells,CD2AP
mmu05100,Bacterial invasion of epithelial cells,CDC42
mmu05100,Bacterial invasion of epithelial cells,CDH1
mmu05100,Bacterial invasion of epithelial cells,CLTA
mmu05100,Bacterial invasion of epithelial cells,BCAR1
mmu05100,Bacterial invasion of epithelial cells,CRK
mmu05100,Bacterial invasion of epithelial cells,CRKL
mmu05100,Bacterial invasion of epithelial cells,CTTN
mmu05100,Bacterial invasion of epithelial cells,DNM1
mmu05100,Bacterial invasion of epithelial cells,DNM2
mmu05100,Bacterial invasion of epithelial cells,ELMO2
mmu05100,Bacterial invasion of epithelial cells,ELMO1
mmu05100,Bacterial invasion of epithelial cells,PTK2
mmu05100,Bacterial invasion of epithelial cells,FN1
mmu05100,Bacterial invasion of epithelial cells,GAB1
mmu05100,Bacterial invasion of epithelial cells,HCLS1
mmu05100,Bacterial invasion of epithelial cells,ILK
mmu05100,Bacterial invasion of epithelial cells,ITGA5
mmu05100,Bacterial invasion of epithelial cells,ITGB1
mmu05100,Bacterial invasion of epithelial cells,MET
mmu05100,Bacterial invasion of epithelial cells,SEPTIN2
mmu05100,Bacterial invasion of epithelial cells,PIK3CA
mmu05100,Bacterial invasion of epithelial cells,PIK3CD
mmu05100,Bacterial invasion of epithelial cells,PIK3R1
mmu05100,Bacterial invasion of epithelial cells,PIK3R2
mmu05100,Bacterial invasion of epithelial cells,PIK3R3
mmu05100,Bacterial invasion of epithelial cells,PXN
mmu05100,Bacterial invasion of epithelial cells,RAC1
mmu05100,Bacterial invasion of epithelial cells,SEPTIN8
mmu05100,Bacterial invasion of epithelial cells,SHC1
mmu05100,Bacterial invasion of epithelial cells,SHC3
mmu05100,Bacterial invasion of epithelial cells,SRC
mmu05100,Bacterial invasion of epithelial cells,CTNNA3
mmu05100,Bacterial invasion of epithelial cells,SHC2
mmu05100,Bacterial invasion of epithelial cells,VCL
mmu05100,Bacterial invasion of epithelial cells,ELMO3
mmu05100,Bacterial invasion of epithelial cells,SEPTIN3
mmu05100,Bacterial invasion of epithelial cells,WASF2
mmu05100,Bacterial invasion of epithelial cells,ACTR3B
mmu05100,Bacterial invasion of epithelial cells,SHC4
mmu05100,Bacterial invasion of epithelial cells,DOCK1
mmu05100,Bacterial invasion of epithelial cells,GM5637
mmu05100,Bacterial invasion of epithelial cells,SEPTIN11
mmu05100,Bacterial invasion of epithelial cells,SEPTIN9
mmu05100,Bacterial invasion of epithelial cells,SEPTIN1
mmu05100,Bacterial invasion of epithelial cells,RHOG
mmu05100,Bacterial invasion of epithelial cells,ARPC3
mmu05100,Bacterial invasion of epithelial cells,ARPC1A
mmu05100,Bacterial invasion of epithelial cells,SEPTIN6
mmu05100,Bacterial invasion of epithelial cells,ARHGEF26
mmu05100,Bacterial invasion of epithelial cells,ACTR2
mmu05100,Bacterial invasion of epithelial cells,CLTC
mmu05100,Bacterial invasion of epithelial cells,4930544G11RIK
mmu05100,Bacterial invasion of epithelial cells,ARPC5
mmu05100,Bacterial invasion of epithelial cells,ARPC4
mmu05100,Bacterial invasion of epithelial cells,SEPTIN12
mmu05100,Bacterial invasion of epithelial cells,MAD2L2
mmu05100,Bacterial invasion of epithelial cells,WASL
mmu05100,Bacterial invasion of epithelial cells,ACTR3
mmu05100,Bacterial invasion of epithelial cells,ARPC5L
mmu05100,Bacterial invasion of epithelial cells,CLTB
mmu05100,Bacterial invasion of epithelial cells,PIK3CB
mmu05100,Bacterial invasion of epithelial cells,ARPC2
mmu05100,Bacterial invasion of epithelial cells,ARHGAP10
mmu05100,Bacterial invasion of epithelial cells,WASF1
mmu05132,Salmonella infection,DYNLT1F
mmu05132,Salmonella infection,DYNLT1C
mmu05132,Salmonella infection,AHNAK2
mmu05132,Salmonella infection,DYNLT1A
mmu05132,Salmonella infection,BRK1
mmu05132,Salmonella infection,EXOC5
mmu05132,Salmonella infection,NCKAP1L
mmu05132,Salmonella infection,NOD1
mmu05132,Salmonella infection,RAF1
mmu05132,Salmonella infection,DYNC2H1
mmu05132,Salmonella infection,CSE1L
mmu05132,Salmonella infection,ABI1
mmu05132,Salmonella infection,ACTB
mmu05132,Salmonella infection,ACTG1
mmu05132,Salmonella infection,GM29667
mmu05132,Salmonella infection,AKT1
mmu05132,Salmonella infection,AKT2
mmu05132,Salmonella infection,TIRAP
mmu05132,Salmonella infection,BIRC3
mmu05132,Salmonella infection,BIRC2
mmu05132,Salmonella infection,ARF1
mmu05132,Salmonella infection,ARF2
mmu05132,Salmonella infection,ARF6
mmu05132,Salmonella infection,RHOA
mmu05132,Salmonella infection,RHOB
mmu05132,Salmonella infection,ARPC1B
mmu05132,Salmonella infection,BAK1
mmu05132,Salmonella infection,BAX
mmu05132,Salmonella infection,BCL2
mmu05132,Salmonella infection,ANXA2
mmu05132,Salmonella infection,CASP1
mmu05132,Salmonella infection,CASP4
mmu05132,Salmonella infection,CASP3
mmu05132,Salmonella infection,CASP7
mmu05132,Salmonella infection,CASP8
mmu05132,Salmonella infection,CTNNB1
mmu05132,Salmonella infection,CD14
mmu05132,Salmonella infection,CDC42
mmu05132,Salmonella infection,CHUK
mmu05132,Salmonella infection,CYCS
mmu05132,Salmonella infection,CYCT
mmu05132,Salmonella infection,DCTN1
mmu05132,Salmonella infection,DYNC1H1
mmu05132,Salmonella infection,DYNC1I1
mmu05132,Salmonella infection,DYNC1I2
mmu05132,Salmonella infection,DNM2
mmu05132,Salmonella infection,ELMO2
mmu05132,Salmonella infection,ELMO1
mmu05132,Salmonella infection,FADD
mmu05132,Salmonella infection,FOS
mmu05132,Salmonella infection,GAPDH
mmu05132,Salmonella infection,HRAS
mmu05132,Salmonella infection,HSP90AB1
mmu05132,Salmonella infection,HSP90AA1
mmu05132,Salmonella infection,IKBKB
mmu05132,Salmonella infection,IKBKG
mmu05132,Salmonella infection,IL18
mmu05132,Salmonella infection,IL1B
mmu05132,Salmonella infection,IRAK1
mmu05132,Salmonella infection,IL6
mmu05132,Salmonella infection,JUN
mmu05132,Salmonella infection,KIF5A
mmu05132,Salmonella infection,KIF5B
mmu05132,Salmonella infection,KIF5C
mmu05132,Salmonella infection,KLC1
mmu05132,Salmonella infection,KLC2
mmu05132,Salmonella infection,KPNA1
mmu05132,Salmonella infection,KPNA3
mmu05132,Salmonella infection,KPNA4
mmu05132,Salmonella infection,LEF1
mmu05132,Salmonella infection,SNX18
mmu05132,Salmonella infection,ACBD3
mmu05132,Salmonella infection,LY96
mmu05132,Salmonella infection,M6PR
mmu05132,Salmonella infection,FYCO1
mmu05132,Salmonella infection,MYC
mmu05132,Salmonella infection,MYD88
mmu05132,Salmonella infection,MYL7
mmu05132,Salmonella infection,MYL2
mmu05132,Salmonella infection,MYLPF
mmu05132,Salmonella infection,MYO6
mmu05132,Salmonella infection,NAIP1
mmu05132,Salmonella infection,NAIP2
mmu05132,Salmonella infection,NAIP5
mmu05132,Salmonella infection,NAIP6
mmu05132,Salmonella infection,NFKB1
mmu05132,Salmonella infection,NFKBIA
mmu05132,Salmonella infection,PAK1
mmu05132,Salmonella infection,PAK3
mmu05132,Salmonella infection,PFN1
mmu05132,Salmonella infection,PFN2
mmu05132,Salmonella infection,PIK3C2A
mmu05132,Salmonella infection,PIK3C2G
mmu05132,Salmonella infection,PIK3CA
mmu05132,Salmonella infection,PIK3CD
mmu05132,Salmonella infection,MAPK11
mmu05132,Salmonella infection,CYTH1
mmu05132,Salmonella infection,CYTH2
mmu05132,Salmonella infection,CYTH3
mmu05132,Salmonella infection,FLNA
mmu05132,Salmonella infection,PTPRC
mmu05132,Salmonella infection,RIPK2
mmu05132,Salmonella infection,RAB5B
mmu05132,Salmonella infection,RAB5C
mmu05132,Salmonella infection,RAB7
mmu05132,Salmonella infection,RAC1
mmu05132,Salmonella infection,RELA
mmu05132,Salmonella infection,RIPK1
mmu05132,Salmonella infection,ROCK2
mmu05132,Salmonella infection,RRAS
mmu05132,Salmonella infection,S100A10
mmu05132,Salmonella infection,EXOC4
mmu05132,Salmonella infection,CYFIP1
mmu05132,Salmonella infection,DYNC2LI1
mmu05132,Salmonella infection,SKP1
mmu05132,Salmonella infection,TCF7
mmu05132,Salmonella infection,TCF7L1
mmu05132,Salmonella infection,TCF7L2
mmu05132,Salmonella infection,DYNLT1B
mmu05132,Salmonella infection,NLRP3
mmu05132,Salmonella infection,VPS41
mmu05132,Salmonella infection,TLR4
mmu05132,Salmonella infection,TLR6
mmu05132,Salmonella infection,TNF
mmu05132,Salmonella infection,TNFRSF10B
mmu05132,Salmonella infection,TNFRSF1A
mmu05132,Salmonella infection,HSP90B1
mmu05132,Salmonella infection,TRAF2
mmu05132,Salmonella infection,TRAF6
mmu05132,Salmonella infection,TNFSF10
mmu05132,Salmonella infection,TUBA1A
mmu05132,Salmonella infection,TUBA1B
mmu05132,Salmonella infection,TUBA3A
mmu05132,Salmonella infection,TUBA4A
mmu05132,Salmonella infection,TUBA1C
mmu05132,Salmonella infection,TUBA3B
mmu05132,Salmonella infection,TUBB2A
mmu05132,Salmonella infection,TUBB3
mmu05132,Salmonella infection,TUBB4A
mmu05132,Salmonella infection,TUBB5
mmu05132,Salmonella infection,TXN1
mmu05132,Salmonella infection,DCTN6
mmu05132,Salmonella infection,PIK3C3
mmu05132,Salmonella infection,RAB7B
mmu05132,Salmonella infection,ACTR1B
mmu05132,Salmonella infection,TUBB4B
mmu05132,Salmonella infection,VPS18
mmu05132,Salmonella infection,KLC3
mmu05132,Salmonella infection,DYNC1LI2
mmu05132,Salmonella infection,FHOD1
mmu05132,Salmonella infection,SNX33
mmu05132,Salmonella infection,DYNC1LI1
mmu05132,Salmonella infection,AKT3
mmu05132,Salmonella infection,TUBAL3
mmu05132,Salmonella infection,PIK3C2B
mmu05132,Salmonella infection,TLR2
mmu05132,Salmonella infection,ACTR3B
mmu05132,Salmonella infection,WASF3
mmu05132,Salmonella infection,MAP2K1
mmu05132,Salmonella infection,MAP2K2
mmu05132,Salmonella infection,MAP2K3
mmu05132,Salmonella infection,MAP2K4
mmu05132,Salmonella infection,MAP2K6
mmu05132,Salmonella infection,MAP2K7
mmu05132,Salmonella infection,MAP3K7
mmu05132,Salmonella infection,MAPK1
mmu05132,Salmonella infection,MAPK10
mmu05132,Salmonella infection,MAPK13
mmu05132,Salmonella infection,MAPK14
mmu05132,Salmonella infection,MAPK3
mmu05132,Salmonella infection,MAPK8
mmu05132,Salmonella infection,MAPK9
mmu05132,Salmonella infection,IRAK4
mmu05132,Salmonella infection,NLRC4
mmu05132,Salmonella infection,VPS39
mmu05132,Salmonella infection,RPS3
mmu05132,Salmonella infection,RAB5A
mmu05132,Salmonella infection,PODXL
mmu05132,Salmonella infection,RILP
mmu05132,Salmonella infection,MAPK12
mmu05132,Salmonella infection,PIK3CG
mmu05132,Salmonella infection,RAB9B
mmu05132,Salmonella infection,PKN1
mmu05132,Salmonella infection,PLEKHM1
mmu05132,Salmonella infection,PFN4
mmu05132,Salmonella infection,BC048507
mmu05132,Salmonella infection,GM5637
mmu05132,Salmonella infection,NCKAP1
mmu05132,Salmonella infection,EXOC7
mmu05132,Salmonella infection,DCTN3
mmu05132,Salmonella infection,TLR5
mmu05132,Salmonella infection,TUBA8
mmu05132,Salmonella infection,ACTR1A
mmu05132,Salmonella infection,TUBB1
mmu05132,Salmonella infection,RALA
mmu05132,Salmonella infection,RHOG
mmu05132,Salmonella infection,ARPC3
mmu05132,Salmonella infection,RAB9
mmu05132,Salmonella infection,ARPC1A
mmu05132,Salmonella infection,ACTR10
mmu05132,Salmonella infection,DYNLL1
mmu05132,Salmonella infection,RIPK3
mmu05132,Salmonella infection,TXN2
mmu05132,Salmonella infection,DCTN5
mmu05132,Salmonella infection,MYL10
mmu05132,Salmonella infection,ARHGEF26
mmu05132,Salmonella infection,AHNAK
mmu05132,Salmonella infection,EXOC2
mmu05132,Salmonella infection,TAB1
mmu05132,Salmonella infection,SNX9
mmu05132,Salmonella infection,ACTR2
mmu05132,Salmonella infection,TAB3
mmu05132,Salmonella infection,PYCARD
mmu05132,Salmonella infection,DYNLRB1
mmu05132,Salmonella infection,DYNLT3
mmu05132,Salmonella infection,ARL8B
mmu05132,Salmonella infection,MYL12A
mmu05132,Salmonella infection,4930544G11RIK
mmu05132,Salmonella infection,DCTN4
mmu05132,Salmonella infection,ARPC5
mmu05132,Salmonella infection,MYL12B
mmu05132,Salmonella infection,TUBB6
mmu05132,Salmonella infection,ARPC4
mmu05132,Salmonella infection,DYNLL2
mmu05132,Salmonella infection,TAB2
mmu05132,Salmonella infection,ARL8A
mmu05132,Salmonella infection,GSDMD
mmu05132,Salmonella infection,PLEKHM2
mmu05132,Salmonella infection,DCTN2
mmu05132,Salmonella infection,GCC2
mmu05132,Salmonella infection,TRADD
mmu05132,Salmonella infection,VPS11
mmu05132,Salmonella infection,FBXO22
mmu05132,Salmonella infection,CYTH4
mmu05132,Salmonella infection,WASL
mmu05132,Salmonella infection,TUBB2B
mmu05132,Salmonella infection,ACTR3
mmu05132,Salmonella infection,ARPC5L
mmu05132,Salmonella infection,MLKL
mmu05132,Salmonella infection,RHOH
mmu05132,Salmonella infection,KLC4
mmu05132,Salmonella infection,PIK3CB
mmu05132,Salmonella infection,DYNLRB2
mmu05132,Salmonella infection,PFN3
mmu05132,Salmonella infection,ARPC2
mmu05132,Salmonella infection,CYFIP2
mmu05132,Salmonella infection,VPS33A
mmu05132,Salmonella infection,VPS16
mmu05132,Salmonella infection,RHOJ
mmu05132,Salmonella infection,TLR9
mmu05132,Salmonella infection,MYL9
mmu05133,Pertussis,TICAM1
mmu05133,Pertussis,NOD1
mmu05133,Pertussis,TIRAP
mmu05133,Pertussis,RHOA
mmu05133,Pertussis,SERPING1
mmu05133,Pertussis,C1QA
mmu05133,Pertussis,C1QB
mmu05133,Pertussis,C1QC
mmu05133,Pertussis,C2
mmu05133,Pertussis,C3
mmu05133,Pertussis,C4B
mmu05133,Pertussis,C4BP
mmu05133,Pertussis,CALM1
mmu05133,Pertussis,CALM2
mmu05133,Pertussis,CALM3
mmu05133,Pertussis,CASP1
mmu05133,Pertussis,CASP3
mmu05133,Pertussis,CASP7
mmu05133,Pertussis,CD14
mmu05133,Pertussis,CFL1
mmu05133,Pertussis,CFL2
mmu05133,Pertussis,FOS
mmu05133,Pertussis,GNAI1
mmu05133,Pertussis,GNAI2
mmu05133,Pertussis,GNAI3
mmu05133,Pertussis,HC
mmu05133,Pertussis,IRF8
mmu05133,Pertussis,IL10
mmu05133,Pertussis,IL12A
mmu05133,Pertussis,IL12B
mmu05133,Pertussis,IL1A
mmu05133,Pertussis,IL1B
mmu05133,Pertussis,IRAK1
mmu05133,Pertussis,IL6
mmu05133,Pertussis,IRF1
mmu05133,Pertussis,ITGA5
mmu05133,Pertussis,ITGAM
mmu05133,Pertussis,ITGB1
mmu05133,Pertussis,ITGB2
mmu05133,Pertussis,ITGB2L
mmu05133,Pertussis,JUN
mmu05133,Pertussis,LY96
mmu05133,Pertussis,MYD88
