GeneA,GeneB,UniprotA,UniprotB,SymbolA,SymbolB,pW,pNI,pInt
374355,5108,P0C7W6,Q15154-2,C10orf96,PCM1,7.44388294808609e-13,0.00161967051183012,0.99838032948742494
374355,145282,P0C7W6,Q8TD10,C10orf96,MIPOL1,5.12409141804948e-6,3.822936138838e-5,0.999956646547194
55216,10250,Q6ZUT1-2,Q8IYB3-2,C11orf57,SRRM1,3.0014817564634e-15,0.231040536069226,0.768959463930772
55216,9877,Q6ZUT1-2,O75152,C11orf57,ZC3H11A,9.50472734969282e-7,0.0244816406631393,0.975517408864126
55216,9774,Q6ZUT1-2,Q9NYF8-2,C11orf57,BCLAF1,2.35802328525883e-14,0.125106262444158,0.874893737555818
55216,9967,Q6ZUT1-2,Q9Y2W1,C11orf57,THRAP3,1.7286598756976498e-11,0.124343731912802,0.875656268069912
55216,8899,Q6ZUT1-2,Q13523,C11orf57,PRPF4B,9.527901821462771e-14,0.105890735975824,0.894109264024081
55216,26093,Q6ZUT1-2,Q9Y3X0,C11orf57,CCDC9,3.7242240831066597e-11,0.00231804320614326,0.997681956756615
55216,22985,Q6ZUT1-2,Q9UKV3,C11orf57,ACIN1,1.9650986617827698e-13,3.4506708603082e-4,0.999654932913773
55216,23609,Q6ZUT1-2,Q9H000,C11orf57,MKRN2,1.18249460945086e-7,0.00331981203263276,0.996680069717906
55216,23524,Q6ZUT1-2,Q9UQ35,C11orf57,SRRM2,3.03552880159334e-15,0.143833669203718,0.856166330796279
55216,56949,Q6ZUT1-2,Q9HCS7,C11orf57,XAB2,7.83171667825178e-13,0.00159280953017321,0.998407190469044
55216,79882,Q6ZUT1-2,Q6PJT7-2,C11orf57,ZC3H14,4.792510710657e-12,4.83868927926052e-6,0.999995161305928
55216,51340,Q6ZUT1-2,Q9BZJ0-2,C11orf57,CRNKL1,2.11843625185398e-12,0.00149956274682422,0.998500437251057
55216,58506,Q6ZUT1-2,Q9H7N4,C11orf57,SCAF1,5.4543644126591e-7,0.119685111590101,0.880314342973457
55216,10291,Q6ZUT1-2,Q15459,C11orf57,SF3A1,6.29625699294142e-15,0.204980902920718,0.795019097079276
55216,9775,Q6ZUT1-2,P38919,C11orf57,EIF4A3,1.85920306396238e-17,0.0354462711708464,0.964553728829153
55216,55696,Q6ZUT1-2,Q9NW64-2,C11orf57,RBM22,5.21836893672267e-10,0.0105654808404637,0.989434518637699
55216,9716,Q6ZUT1-2,O60306,C11orf57,AQR,1.0359114574548e-10,0.0126102378853332,0.987389762011076
55216,84292,Q6ZUT1-2,Q9BRX9,C11orf57,WDR83,1.303299412001e-5,0.0106460139767666,0.989340953029114
55216,84950,Q6ZUT1-2,Q8NAV1,C11orf57,PRPF38A,1.1996811974307e-4,0.0141471366956308,0.985732895184626
55216,9360,Q6ZUT1-2,Q13427-2,C11orf57,PPIG,0.00240168848880907,0.0264949130929757,0.971103398418215
55216,5411,Q6ZUT1-2,Q9H307-2,C11orf57,PNN,6.04482366933368e-12,2.9227098863571e-4,0.99970772900532
55216,6426,Q6ZUT1-2,Q07955-2,C11orf57,SRSF1,1.42033774440066e-14,0.172449296696264,0.827550703303722
55216,10921,Q6ZUT1-2,Q15287-2,C11orf57,RNPS1,1.7430992639105e-11,0.00211661371161856,0.997883386270951
55216,22938,Q6ZUT1-2,Q13573,C11orf57,SNW1,5.326577480352801e-16,0.17788667808068,0.822113321919319
55216,51759,Q6ZUT1-2,Q9NZ63,C11orf57,C9orf78,1.30075433529166e-7,4.4389435532326e-4,0.999555975569243
55216,51362,Q6ZUT1-2,O60508,C11orf57,CDC40,2.7003467677486598e-12,7.479857828171e-5,0.999925201419018
55216,1457,Q6ZUT1-2,P68400,C11orf57,CSNK2A1,6.728369816670001e-18,1.2380188316912e-8,0.99999998761981
55216,1459,Q6ZUT1-2,P19784,C11orf57,CSNK2A2,1.5036199013197e-22,4.5534223566342e-11,0.99999999995447
55216,4116,Q6ZUT1-2,P61326,C11orf57,MAGOH,2.12421208792112e-13,0.0228346945015355,0.977165305498252
55216,10450,Q6ZUT1-2,Q9UNP9-2,C11orf57,PPIE,1.85517020875285e-7,0.0269083594205954,0.973091455062384
55216,1198,Q6ZUT1-2,P49761-1,C11orf57,CLK3,7.108837032214821e-10,0.00103330508912193,0.998966694199994
55216,8220,Q6ZUT1-2,Q96DF8,C11orf57,DGCR14,5.3186821468051e-6,0.0437302850879261,0.956264396229927
55216,57703,Q6ZUT1-2,Q9HCG8,C11orf57,CWC22,4.80814998794431e-8,0.0563138479593489,0.943686103959151
55216,23210,Q6ZUT1-2,Q6NYC1-2,C11orf57,JMJD6,2.96318799747917e-10,0.00201049817068286,0.997989501532998
55216,57461,Q6ZUT1-2,Q9ULR0-1,C11orf57,ISY1,1.6131749954953e-4,0.237836204386302,0.762002478114149
55216,1460,Q6ZUT1-2,P67870,C11orf57,CSNK2B,3.3566672051577e-24,9.6686668031461e-8,0.99999990331333
55216,25949,Q6ZUT1-2,O95926,C11orf57,SYF2,2.93149089393172e-8,0.00987659985365597,0.990123370831435
55216,7343,Q6ZUT1-2,P17480-2,C11orf57,UBTF,8.99978745870273e-15,0.00492170287969797,0.995078297120293
55216,60625,Q6ZUT1-2,Q9H5Z1,C11orf57,DHX35,2.22278245853918e-6,0.12957731009007,0.870420467127471
55216,8175,Q6ZUT1-2,Q15428,C11orf57,SF3A2,0.00356016116302954,0.00402673553800011,0.99241310329897
55216,343069,Q6ZUT1-2,O60812,C11orf57,HNRNPCL1,2.87901808050795e-12,0.0406385898357012,0.95936141016142
55216,8106,Q6ZUT1-2,Q86U42-2,C11orf57,PABPN1,4.46416414469441e-17,0.0191774064743822,0.980822593525618
55216,4820,Q6ZUT1-2,P30414,C11orf57,NKTR,1.4194670739301099e-11,1.251713453425e-5,0.999987482851271
55216,22794,Q6ZUT1-2,O15234,C11orf57,CASC3,9.78529495829535e-10,0.110142165814368,0.889857833207102
55216,55425,Q6ZUT1-2,Q8IXQ4-2,C11orf57,KIAA1704,2.364400415463e-5,0.0494839500832255,0.95049240591262
55216,84248,Q6ZUT1-2,Q96QD9-2,C11orf57,FYTTD1,5.27285688944012e-12,6.6885673671554e-4,0.999331143258012
55216,91746,Q6ZUT1-2,Q96MU7-2,C11orf57,YTHDC1,3.4845176317872e-4,0.0229169071079104,0.976734641128911
55216,22913,Q6ZUT1-2,Q9UKM9-2,C11orf57,RALY,2.4707516205792e-14,0.138623751989568,0.861376248010407
55216,9722,Q6ZUT1-2,O75052,C11orf57,NOS1AP,3.50978558976272e-8,0.00915026682026314,0.990849698081881
55216,55094,Q6ZUT1-2,Q9BRR8,C11orf57,GPATCH1,2.105073697249e-5,0.0483319064796053,0.951647042783422
55216,6429,Q6ZUT1-2,Q08170,C11orf57,SRSF4,6.5452613555033e-14,0.013406820051228,0.98659317994871
55216,58509,Q6ZUT1-2,Q8WUQ7-2,C11orf57,C19orf29,4.64418821546423e-6,0.141528772199414,0.85846658361237
55216,23144,Q6ZUT1-2,Q8IXZ2,C11orf57,ZC3H3,3.37213237806e-5,0.0179501820857192,0.9820160965905
55216,29896,Q6ZUT1-2,Q13595-2,C11orf57,TRA2A,2.6492642932600297e-11,0.186403028639848,0.813596971333659
55216,6434,Q6ZUT1-2,P62995-3,C11orf57,TRA2B,1.33998177419276e-13,0.103608082785712,0.896391917214154
55216,1196,Q6ZUT1-2,P49760-3,C11orf57,CLK2,5.33272551564668e-7,0.00367694397945112,0.996322522747997
55216,10929,Q6ZUT1-2,Q9BRL6-2,C11orf57,SRSF8,1.8456359711199e-4,0.00896333241082168,0.990852103992066
55216,387338,Q6ZUT1-2,Q96CB9,C11orf57,NSUN4,1.23008930018268e-6,0.0243056867800898,0.97569308313061
55216,10772,Q6ZUT1-2,O75494-2,C11orf57,SRSF10,5.06063674714191e-14,0.0556738931015012,0.944326106898448
55216,8896,Q6ZUT1-2,P41223,C11orf57,BUD31,4.8337400910057e-4,0.00913058560620077,0.990386040384699
375341,346689,Q6ZUJ4,A4D1S0-2,C3orf62,KLRG2,1.25611297547408e-12,1.160737167995e-5,0.999988392627064
375341,640,Q6ZUJ4,P51451,C3orf62,BLK,0.022305991449181502,0.0785797259266573,0.899114282624161
375341,1387,Q6ZUJ4,Q92793,C3orf62,CREBBP,1.88374935994608e-9,3.268296907387e-5,0.999967315147177
375341,2033,Q6ZUJ4,Q09472,C3orf62,EP300,9.04846776362568e-13,1.67998071530917e-6,0.99999832001838
135398,4548,Q5SZD1,Q99707,C6orf141,MTR,1.09251877800988e-22,0.201603398804325,0.798396601195675
135398,5339,Q5SZD1,Q15149-2,C6orf141,PLEC,1.69625912949636e-15,2.972867576598e-5,0.999970271324232
135398,23515,Q5SZD1,Q14149,C6orf141,MORC3,2.27721380568059e-10,6.12095903597199e-7,0.999999387676375
135398,24149,Q5SZD1,Q5VUA4,C6orf141,ZNF318,1.03776058960816e-10,0.00388982624535902,0.996110173650865
135398,675,Q5SZD1,P51587,C6orf141,BRCA2,3.1600759429248704e-14,0.0196317127337054,0.980368287266263
135398,816,Q5SZD1,Q13554-2,C6orf141,CAMK2B,8.22261858073795e-13,0.0506235338586317,0.949376466140546
135398,7840,Q5SZD1,Q8TCU4-2,C6orf141,ALMS1,1.5914125493509198e-11,0.00395985459078237,0.996040145393303
135398,1832,Q5SZD1,P15924,C6orf141,DSP,1.24140400006056e-13,0.0395054975739266,0.960494502425949
135398,286077,Q5SZD1,Q6ZRV2,C6orf141,FAM83H,2.63979795296823e-12,6.6337241814604e-4,0.999336627579214
135398,23354,Q5SZD1,O94927,C6orf141,HAUS5,2.42032721454762e-8,0.122069446997143,0.877930528799585
135398,253260,Q5SZD1,Q6R327-3,C6orf141,RICTOR,1.79929431311301e-8,0.0800871469956061,0.919912835011451
135398,147841,Q5SZD1,Q8NBT2,C6orf141,SPC24,2.9811834035221802e-9,0.159354841950176,0.84064515506864
135398,23528,Q5SZD1,Q9Y2X9,C6orf141,ZNF281,7.78308491428451e-14,0.033389538988589,0.966610461011333
135398,9786,Q5SZD1,Q9BVV6,C6orf141,KIAA0586,6.10543053530998e-6,1.258137449088e-5,0.999981313194974
135398,5286,Q5SZD1,O00443,C6orf141,PIK3C2A,1.52618986667712e-8,0.0162999783198008,0.9837000064183
135398,10535,Q5SZD1,O75792,C6orf141,RNASEH2A,5.178651026768481e-10,0.0152043613725388,0.984795638109596
135398,5189,Q5SZD1,O43933,C6orf141,PEX1,3.14419629090299e-13,0.224842701271958,0.775157298727728
135398,9611,Q5SZD1,O75376,C6orf141,NCOR1,5.18291624151281e-12,0.0161418963695811,0.983858103625236
135398,83540,Q5SZD1,Q9BZD4,C6orf141,NUF2,6.71231457983301e-6,0.104162393564177,0.895830894121243
135398,284403,Q5SZD1,O43379-4,C6orf141,WDR62,1.0601835387015e-15,0.217686000381038,0.782313999618961
135398,54880,Q5SZD1,Q6W2J9-2,C6orf141,BCOR,7.2731818595648e-16,0.162245355855199,0.8377546441448
135398,56181,Q5SZD1,Q9H019-3,C6orf141,FAM54B,0.0069405859877864,0.0318391639252901,0.961220250086923
135398,57568,Q5SZD1,Q9P2F8-2,C6orf141,SIPA1L2,0.0197594308775299,0.025069189274808,0.955171379847662
135398,51512,Q5SZD1,Q9NYZ3,C6orf141,GTSE1,2.9575266269503e-4,0.164760455475774,0.834943791861531
135398,6907,Q5SZD1,O60907-2,C6orf141,TBL1X,2.0034392045048e-6,0.0225028859187079,0.977495110642088
135398,54801,Q5SZD1,Q7Z4H7-3,C6orf141,HAUS6,6.27250674413272e-14,0.02549695668622,0.974503043313717
135398,57631,Q5SZD1,Q5VUJ6,C6orf141,LRCH2,8.24567251094382e-6,0.0874366455729727,0.912555108754516
135398,6491,Q5SZD1,Q15468-2,C6orf141,STIL,4.17005832686526e-8,0.0218998252486911,0.978100133050726
135398,7748,Q5SZD1,O14628-4,C6orf141,ZNF195,1.6970562392673e-4,0.010100705384787,0.989729588991286
135398,55102,Q5SZD1,Q96BY7,C6orf141,ATG2B,4.42602965619533e-7,0.00729598113644434,0.99270357626059
135398,51361,Q5SZD1,Q9UJC3,C6orf141,HOOK1,2.12393748351545e-14,0.223246011070591,0.776753988929388
135398,10645,Q5SZD1,Q96RR4-2,C6orf141,CAMKK2,0.00206364882332855,0.229839233667311,0.768097117509361
135398,23314,Q5SZD1,Q9UPW6,C6orf141,SATB2,3.74501593896e-5,0.0692481520238357,0.930714397816775
135398,25793,Q5SZD1,Q9Y3I1,C6orf141,FBXO7,0.0137995410462769,0.0455816526355548,0.940618806318168
135398,79441,Q5SZD1,Q68CZ6,C6orf141,HAUS3,0.056614060603046,0.0568137554177352,0.886572183979219
135398,80139,Q5SZD1,Q9H7S9,C6orf141,ZNF703,0.0725380774132927,0.145261620549809,0.782200302036898
135398,54882,Q5SZD1,Q8IWZ3-4,C6orf141,ANKHD1,2.81993249123171e-13,0.157934369835723,0.842065630163995
135398,22930,Q5SZD1,Q15042,C6orf141,RAB3GAP1,1.3619574155655102e-9,0.0100107033589856,0.989989295279057
135398,9887,Q5SZD1,Q92540-2,C6orf141,SMG7,3.53800428985408e-6,0.00237176553292574,0.997624696462785
135398,85379,Q5SZD1,Q9BY89,C6orf141,KIAA1671,1.0492713702450699e-11,0.0354004147218771,0.96459958526763
135398,5575,Q5SZD1,P31321,C6orf141,PRKAR1B,5.0664552469604e-6,0.0845466599262303,0.915448273618523
135398,440275,Q5SZD1,Q9P2K8-2,C6orf141,EIF2AK4,3.413591927701e-5,0.0718709782324402,0.928094885848283
135398,55559,Q5SZD1,Q99871-2,C6orf141,HAUS7,2.6701936302671e-4,0.0247924719010915,0.974940508735882
135398,7161,Q5SZD1,O15350-5,C6orf141,TP73,3.6460629442019803e-9,0.0302484143265763,0.969751582027361
135398,23007,Q5SZD1,Q4KWH8-2,C6orf141,PLCH1,1.6126527038112e-4,0.00996918064977954,0.989869554079839
135398,81610,Q5SZD1,Q9H4H8,C6orf141,FAM83D,2.108220597026e-5,0.157523945559,0.84245497223503
135398,54780,Q5SZD1,Q9NXX6,C6orf141,NSMCE4A,4.25722763453319e-7,0.234038353224096,0.765961221053141
135398,5427,Q5SZD1,P56282,C6orf141,POLE2,4.215269192085e-4,0.0187942651223284,0.980784207958463
135398,23102,Q5SZD1,Q9UPU7,C6orf141,TBC1D2B,7.907602852046e-5,0.2246445913441,0.77527633262738
135398,90378,Q5SZD1,Q6SPF0,C6orf141,SAMD1,3.0407832531764403e-9,0.0117897801174705,0.988210216841746
135398,54903,Q5SZD1,Q9NXB0-2,C6orf141,MKS1,3.777090055511e-5,0.0754693714932181,0.924492857606227
135398,283643,Q5SZD1,Q86SX3-2,C6orf141,C14orf80,1.010438702966e-4,0.0483705343920257,0.951528421737678
135398,23381,Q5SZD1,Q9UPR3,C6orf141,SMG5,0.0900044495165062,8.133149450739e-5,0.909914218988986
135398,84626,Q5SZD1,A5PL33-2,C6orf141,KRBA1,6.6481972754325e-4,0.041520816799465,0.957814363472992
135398,10024,Q5SZD1,Q12815,C6orf141,TROAP,0.00280532330971532,0.160609132507687,0.836585544182598
135398,144455,Q5SZD1,Q96AV8-2,C6orf141,E2F7,0.202299453428074,3.5084335651967e-4,0.797349703215407
883,24149,Q16773-3,Q5VUA4,CCBL1,ZNF318,2.87326924336106e-9,0.0178750948360022,0.982124902290729
883,55689,Q16773-3,Q9ULM3,CCBL1,YEATS2,1.4107936584068799e-12,0.14595905486653,0.854040945132059
883,26009,Q16773-3,Q8IYH5-2,CCBL1,ZZZ3,6.59442819224723e-6,0.0763113751932397,0.923682030378568
883,51562,Q16773-3,Q9NS73-2,CCBL1,MBIP,0.00123761802716209,0.24411751422291,0.754644867749928
388389,1474,Q8IW40,Q15828,CCDC103,CST6,0.00666698310278871,0.17149000402414,0.821843012873071
388389,7051,Q8IW40,P22735,CCDC103,TGM1,2.70279263039229e-16,0.0608446768221572,0.939155323177843
388389,84659,Q8IW40,Q9H1E1,CCDC103,RNASE7,0.00135811164395952,0.0258630369570875,0.972778851398953
388389,6286,Q8IW40,P25815,CCDC103,S100P,0.00455989306526954,0.141993574009684,0.853446532925046
388389,55,Q8IW40,P15309-2,CCDC103,ACPP,7.128990364062e-5,0.00546075960081531,0.994467950495544
388389,1512,Q8IW40,P09668,CCDC103,CTSH,8.3996600761051e-4,0.0568803197483637,0.942279714244026
388389,242,Q8IW40,O75342,CCDC103,ALOX12B,8.884924019480289e-12,0.0260619564505969,0.973938043540518
388389,121214,Q8IW40,Q8NEX9,CCDC103,SDR9C7,1.25928777028278e-6,0.0105683295161143,0.989430411196115
388389,1515,Q8IW40,O60911,CCDC103,CTSL2,3.6370560032488e-6,0.0470577660892846,0.952938596854712
388389,27178,Q8IW40,Q9NZH6-2,CCDC103,IL1F7,0.0541746477721031,0.0377225980349815,0.908102754192915
388389,5655,Q8IW40,O43240,CCDC103,KLK10,0.00378970291008626,2.3610433089597e-4,0.995974192759018
388389,84290,Q8IW40,Q96L46,CCDC103,CAPNS2,0.177610349828288,0.00137123603536071,0.821018414136352
388389,79153,Q8IW40,Q7L5L3-1,CCDC103,GDPD3,0.0011623772696721,3.4687589314845e-4,0.99849074683718
924,51651,P09564,Q9Y3E5,CD7,PTRH2,7.81358001032e-4,0.0363407551539373,0.962877886845031
10136,347688,P09093,Q3ZCM7,CELA3A,TUBB8,1.6638699568522102e-14,0.206543666024195,0.793456333975788
10136,728378,P09093,A5A3E0,CELA3A,POTEF,5.825351488637611e-14,0.00318409465888075,0.996815905341061
10136,9931,P09093,P42694,CELA3A,HELZ,2.9931204691678697e-12,0.0152688028268604,0.984731197170146
10136,5528,P09093,Q14738-2,CELA3A,PPP2R5D,7.12070417430716e-6,0.0798135992534166,0.920179280042409
10136,25793,P09093,Q9Y3I1,CELA3A,FBXO7,1.160941186977e-5,0.199312195528124,0.800676195060006
10136,5125,P09093,Q92824,CELA3A,PCSK5,0.0848827644639729,0.125549599417263,0.789567636118764
10136,23262,P09093,O43314-2,CELA3A,PPIP5K2,0.00713502647724744,0.143729573641686,0.849135399881067
10136,10024,P09093,Q12815,CELA3A,TROAP,0.00280532330971532,0.160609132507687,0.836585544182598
9949,283989,Q9Y4X0,Q7Z6J9,AMMECR1,TSEN54,3.4492205624029e-14,0.170327986553392,0.829672013446574
9949,3094,Q9Y4X0,P49773,AMMECR1,HINT1,2.4632050397685e-9,3.3257211682197e-4,0.99966742541997
9949,3185,Q9Y4X0,P52597,AMMECR1,HNRNPF,1.4072456028324e-22,6.4506046819825e-4,0.9993549395318
9949,2671,Q9Y4X0,P55789,AMMECR1,GFER,3.3355516197578e-4,0.0736693000360081,0.925997144802016
163183,112,Q8N205-2,O43306-2,C19orf46,ADCY6,1.16811562203222e-7,0.00542768175934818,0.99457220142909
163183,100506658,Q8N205-2,Q16625,C19orf46,OCLN,9.15639093649929e-10,0.0109317386101897,0.989068260474171
163183,29781,Q8N205-2,Q6IBW4-2,C19orf46,NCAPH2,2.41199625727702e-10,0.0362773044052837,0.963722695353517
163183,55454,Q8N205-2,Q8N6G5-2,C19orf46,CSGALNACT2,4.0874288307327e-8,0.205105743536368,0.794894215589343
163183,2535,Q8N205-2,Q14332,C19orf46,FZD2,0.0602089772499887,0.0191454938906845,0.920645528859327
163183,8323,Q8N205-2,O60353,C19orf46,FZD6,0.00434591853528872,9.522854186747e-5,0.995558852922844
163183,7542,Q8N205-2,O95159,C19orf46,ZFPL1,1.3165212252186e-4,2.426198072774e-4,0.999625728070201
163183,57515,Q8N205-2,Q9NRX5,C19orf46,SERINC1,0.00796505531374005,0.080452677249616,0.911582267436644
163183,51114,Q8N205-2,Q9Y397,C19orf46,ZDHHC9,0.111946988970855,0.0854999758396912,0.802553035189454
163183,126792,Q8N205-2,Q96L58,C19orf46,B3GALT6,2.58407626924063e-16,0.0614968445894668,0.938503155410533
163183,7976,Q8N205-2,Q9NPG1,C19orf46,FZD3,1.7456325714152e-4,5.5922390195386e-4,0.999266212840905
163183,7991,Q8N205-2,Q13454-2,C19orf46,TUSC3,0.124677545431799,0.021686307416791,0.85363614715141
163183,79583,Q8N205-2,Q9H6L2,C19orf46,TMEM231,0.0980557524411143,0.00213576645550965,0.899808481103376
163183,51599,Q8N205-2,Q86X29,C19orf46,LSR,1.94639236786574e-12,0.0431189539467196,0.956881046051334
163183,3831,Q8N205-2,Q07866-2,C19orf46,KLC1,5.006754620883689e-13,1.903324730386e-5,0.999980966752195
163183,147700,Q8N205-2,Q6P597-2,C19orf46,KLC3,1.10555580253736e-10,7.43082689558107e-8,0.999999925581176
163183,64837,Q8N205-2,Q9H0B6,C19orf46,KLC2,1.16624971552169e-10,1.0987443377423e-6,0.999998901139037
163183,89953,Q8N205-2,Q9NSK0-3,C19orf46,KLC4,1.3096508294606002e-10,6.67568120036263e-7,0.999999332300915
163183,55890,Q8N205-2,Q9NQ84-2,C19orf46,GPRC5C,1.12359654502455e-6,0.155201300857228,0.844797575546227
163183,9144,Q8N205-2,O43760,C19orf46,SYNGR2,3.3971264388709e-6,0.165195016377179,0.834801586496382
163183,27333,Q8N205-2,O00461,C19orf46,GOLIM4,7.43650675339256e-13,2.888900203302e-5,0.999971110997223
163183,8906,Q8N205-2,O75843,C19orf46,AP1G2,2.2552689147824397e-11,7.2462440273978e-4,0.999275375574707
163183,3800,Q8N205-2,O60282,C19orf46,KIF5C,2.0458109718492002e-15,7.733848528135e-5,0.999922661514717
163183,3799,Q8N205-2,P33176,C19orf46,KIF5B,9.16022789089297e-15,3.8553952276844e-4,0.999614460477222
163183,3798,Q8N205-2,Q12840,C19orf46,KIF5A,1.04295967575841e-10,3.42253831525171e-6,0.999996577357389
163183,23592,Q8N205-2,Q9Y2U8,C19orf46,LEMD3,2.7507166434193e-9,0.0460792925087157,0.953920704740568
163183,10592,Q8N205-2,O95347,C19orf46,SMC2,1.9079680329488697e-12,0.0894245819849059,0.910575418013186
163183,51669,Q8N205-2,Q96BY9,C19orf46,TMEM66,3.41550224227e-5,0.013066690218761,0.986899154758816
163183,23310,Q8N205-2,P42695,C19orf46,NCAPD3,1.00903995795363e-13,0.156713652271215,0.843286347728684
163183,2131,Q8N205-2,Q16394,C19orf46,EXT1,0.0158505929644737,0.0403645248409847,0.943784882194542
163183,29940,Q8N205-2,Q9UL01,C19orf46,DSE,1.05325840540783e-6,9.438934163549e-4,0.99905505332524
163183,79147,Q8N205-2,Q9H9S5,C19orf46,FKRP,1.44518732175828e-8,0.00510350980001511,0.994896475748112
283229,90580,Q8N4Y2-3,Q9BSF4,EFCAB4A,C19orf52,2.055844551939e-5,0.235853586191757,0.764125855362723
283229,84270,Q8N4Y2-3,Q96LW7-2,EFCAB4A,C9orf89,0.0188283297843447,3.1502252250724e-4,0.980856647693148
11340,5394,Q96B26,Q01780-2,EXOSC8,EXOSC10,3.4200714474648e-13,0.00209680341470679,0.997903196584951
11340,10767,Q96B26,Q9Y450-4,EXOSC8,HBS1L,1.87722770294198e-9,0.00693676084001023,0.993063237282762
11340,5393,Q96B26,Q06265-2,EXOSC8,EXOSC9,9.53484422334139e-13,0.202056728438068,0.797943271560979
11340,55596,Q96B26,Q6NZY4,EXOSC8,ZCCHC8,2.84826661414066e-13,0.194421218226899,0.805578781772816
11340,23404,Q96B26,Q13868,EXOSC8,EXOSC2,4.7225052331706e-25,1.5074527840569e-4,0.99984925472159
11340,5829,Q96B26,P49023,EXOSC8,PXN,1.1912579687087e-4,2.5896865909962e-4,0.999621905544029
11340,10179,Q96B26,Q9Y580,EXOSC8,RBM7,4.98482365837735e-14,0.011328031332821,0.988671968667129
2152,9777,P13726,Q92544,F3,TM9SF4,8.372861760126739e-11,0.0780636080683321,0.921936391847939
84142,3915,Q6UWZ7,P11047,FAM175A,LAMC1,1.1414189841316499e-12,0.109617361563841,0.890382638435018
84142,4329,Q6UWZ7,Q02252,FAM175A,ALDH6A1,2.604413830441e-4,0.147581872574992,0.852157686041964
84142,9589,Q6UWZ7,Q15007,FAM175A,WTAP,5.19257353173512e-13,0.0925982062332736,0.907401793766207
84142,5705,Q6UWZ7,P62195,FAM175A,PSMC5,1.7701811088182e-21,1.533883465321e-5,0.99998466116535
26260,9805,Q8TCJ0-2,Q12765,FBXO25,SCRN1,1.994200101503e-4,0.071914567543274,0.927886012446576
26260,392,Q8TCJ0-2,Q07960,FBXO25,ARHGAP1,0.0893845537731919,0.0036129150745435102,0.907002531152264
26260,55163,Q8TCJ0-2,Q9NVS9,FBXO25,PNPO,0.10747820120161,0.00525154337924242,0.887270255419148
26270,7314,Q9NRD1,P0CG47,FBXO6,UBB,2.8687418734194198e-11,1.9139719849508e-4,0.999808602772817
26270,27348,Q9NRD1,O14657,FBXO6,TOR1B,2.45240232403941e-12,0.00382959932343006,0.996170400674118
26270,9563,Q9NRD1,O95479,FBXO6,H6PD,5.0667787261146096e-11,6.83170469170308e-8,0.999999931632285
26270,5547,Q9NRD1,P42785,FBXO6,PRCP,1.53097202346723e-14,0.0678613703925567,0.932138629607428
26270,56983,Q9NRD1,Q8NBL1,FBXO6,POGLUT1,8.521788591876e-5,0.14278496892026,0.857129813193821
26270,2896,Q9NRD1,P28799,FBXO6,GRN,2.9362789761525e-7,0.00111160689482843,0.998888099477274
26270,56605,Q9NRD1,Q86YB8,FBXO6,ERO1LB,3.68008133913359e-10,0.00156920098366161,0.99843079864833
26270,143888,Q9NRD1,Q7Z4H8-2,FBXO6,KDELC2,2.2203170373335802e-15,0.232136920936953,0.767863079063045
26270,8454,Q9NRD1,Q13616,FBXO6,CUL1,7.43512704773078e-16,0.00410136938993543,0.995898630610064
26270,23509,Q9NRD1,Q9H488,FBXO6,POFUT1,9.245452311427709e-12,0.137941357379402,0.862058642611352
26270,4669,Q9NRD1,P54802,FBXO6,NAGLU,2.77023732661147e-12,0.212392930697586,0.787607069299644
26270,4125,Q9NRD1,O00754,FBXO6,MAN2B1,8.175021138870489e-18,0.0880003701501435,0.911999629849857
26270,6448,Q9NRD1,P51688,FBXO6,SGSH,3.30069222799533e-13,0.0773830298668965,0.922616970132773
26270,957,Q9NRD1,O75356,FBXO6,ENTPD5,7.527158553691e-5,2.046603443315e-5,0.99990426238003
26270,175,Q9NRD1,P20933,FBXO6,AGA,2.491316820989e-5,0.0395537006627642,0.960421386169026
26270,339123,Q9NRD1,Q96S16,FBXO6,JMJD8,0.0645174950965495,0.028905018103863,0.906577486799587
26270,9562,Q9NRD1,Q9UNW1,FBXO6,MINPP1,0.0271636366826155,0.124052396156958,0.848783967160426
26270,23324,Q9NRD1,Q9Y2E5,FBXO6,MAN2B2,1.74799187328314e-6,0.00247091548210113,0.997527336526026
26270,23201,Q9NRD1,Q92567-2,FBXO6,FAM168A,1.002291639472e-4,0.0983992288617899,0.901500541974263
9453,23196,O95749,Q9NZB2-4,GGPS1,FAM120A,5.33282652795683e-12,0.0549390816630185,0.945060918331649
9453,79943,O95749,Q9H7X3,GGPS1,ZNF696,0.190106610264085,0.0385708320197354,0.77132255771618
9453,8826,O95749,P46940,GGPS1,IQGAP1,3.18213672856822e-12,0.0305478924541163,0.969452107542702
9453,6134,O95749,P27635,GGPS1,RPL10,2.1810139906194e-28,0.01139410555872,0.98860589444128
9453,317762,O95749,A6NKD9,GGPS1,CCDC85C,1.377013975564e-5,0.114630501432807,0.885355728427438
9453,286319,O95749,Q2TAM9,GGPS1,TUSC1,1.779353332815e-4,4.82622620617097e-8,0.999822016404456
51066,1264,Q9Y2M2,P51911,C3orf32,CNN1,3.20377056344805e-8,0.243538938295974,0.756461029666321
