GeneA,GeneB,UniprotA,UniprotB,SymbolA,SymbolB,pW,pNI,pInt
127829,23061,Q96BM9,Q66K14-2,ARL8A,TBC1D9B,1.27748691780002e-12,0.00596350123847212,0.99403649876025
127829,55034,Q96BM9,Q96EN8,ARL8A,MOCOS,3.7673926752606105e-9,0.00558137053822793,0.994418625694379
127829,51324,Q96BM9,Q9NZD8,ARL8A,SPG21,9.6812739819036e-16,1.4950821998166e-6,0.9999985049178
127829,84126,Q96BM9,Q8WXE1-2,ARL8A,ATRIP,4.54951223709546e-6,0.00284702805954906,0.997148422428214
127829,57665,Q96BM9,Q9HBH5,ARL8A,RDH14,3.59660314851804e-10,4.2299005031417e-6,0.999995769739836
127829,26007,Q96BM9,Q3LXA3,ARL8A,DAK,5.16776014295159e-7,2.028034189314e-5,0.999979202882093
127829,9249,Q96BM9,O75911,ARL8A,DHRS3,5.0009219132647e-4,0.129009318565142,0.870490589243531
6324,7314,Q07699,P0CG47,SCN1B,UBB,6.2225105193716795e-12,1.947879944686e-5,0.999980521194331
6324,7265,Q07699,Q99614,SCN1B,TTC1,1.48775920408288e-6,0.18975776856216,0.810240743678636
6324,51635,Q07699,Q9Y394-2,SCN1B,DHRS7,3.70072410754275e-6,0.0122572427187515,0.987739056557141
6324,55658,Q07699,Q9BV68-2,SCN1B,RNF126,4.81427478140895e-6,0.0104668481667082,0.98952833755851
6324,267,Q07699,Q9UKV5,SCN1B,AMFR,7.90275945691825e-17,0.244971273030612,0.755028726969388
6324,27246,Q07699,Q9Y4L5,SCN1B,RNF115,0.0341384507917564,0.100037079794328,0.865824469413916
6747,50852,Q9UNL2,Q6PIZ9,SSR3,TRAT1,2.770630716061e-5,1.592593132943e-7,0.999972134433526
6747,57060,Q9UNL2,P57723-2,SSR3,PCBP4,1.12383784502356e-6,0.0118451584591182,0.988153717703037
6747,3158,Q9UNL2,P54868,SSR3,HMGCS2,1.55554214066661e-6,0.211102344238299,0.78889610021956
50861,494143,Q9NZ72,Q8WUX2,STMN3,CHAC2,1.22355167830668e-9,0.00259378247085937,0.997406216305589
50861,10444,Q9NZ72,Q7Z7L7,STMN3,ZER1,9.52233107489173e-14,0.0455618636366158,0.954438136363289
84897,130507,E9PG96,Q6ZT12-4,TBRG1,UBR3,2.1016038318987503e-9,0.0113070454417475,0.988692952456649
84897,79774,E9PG96,Q5TC63,TBRG1,GRTP1,2.3775135513669e-4,4.4797742922904e-4,0.999314271215634
84897,116225,E9PG96,Q96E35,TBRG1,ZMYND19,8.208444513825e-5,0.134571912006704,0.865346003548158
84897,347,E9PG96,P05090,TBRG1,APOD,7.6526469618884e-4,0.162682235963671,0.83655249934014
80194,23190,Q9H6X4-2,Q92575,TMEM134,UBXN4,1.8643768368679e-8,1.74109295539072e-8,0.999999963945302
80194,9807,Q9H6X4-2,Q92551,TMEM134,IP6K1,8.33605736576e-11,2.479052999489e-8,0.999999975126109
80194,9354,Q9H6X4-2,Q14139-2,TMEM134,UBE4A,3.5974453785598e-10,1.98995470384869e-7,0.999999800644785
80194,491,Q9H6X4-2,Q01814-5,TMEM134,ATP2B2,3.3999966585362e-4,0.18840537430359,0.811254626030556
80194,10868,Q9H6X4-2,Q9Y2K6,TMEM134,USP20,7.6324371854281e-4,1.8364592504207e-4,0.999053110356415
80194,23032,Q9H6X4-2,Q8TEY7-2,TMEM134,USP33,3.32450369359928e-10,0.0248892834777005,0.975110716189849
55281,6812,UNKNOWN,P61764-2,TMEM140,STXBP1,0.112777811332967,0.0302066378372671,0.857015550829766
83604,57085,Q9BQJ4,Q6RW13,TMEM47,AGTRAP,7.4999012326e-5,1.4910289588082e-4,0.999775898091793
83604,9144,Q9BQJ4,O43760,TMEM47,SYNGR2,0.00500176706472713,0.22003241718635,0.774965815748923
83604,29886,Q9BQJ4,Q9Y5X2,TMEM47,SNX8,1.46159518111351e-9,5.3198730211142e-4,0.999468011236293
83604,967,Q9BQJ4,P08962,TMEM47,CD63,4.30901284082918e-6,0.153267674299904,0.846728016687255
83604,1186,Q9BQJ4,P51798,TMEM47,CLCN7,9.6008191869557e-4,0.0158326215873616,0.983207296493943
25963,81556,Q8NBN3-3,Q96SY0,TMEM87A,C15orf44,2.70592455377465e-7,0.0317164874551273,0.968283241952417
25963,130507,Q8NBN3-3,Q6ZT12-4,TMEM87A,UBR3,1.97238899408664e-10,0.0247036896433388,0.975296310159422
25963,220323,Q8NBN3-3,Q86UD1,TMEM87A,OAF,4.9986836970611e-4,0.123321890874452,0.876178240755841
25963,4017,Q8NBN3-3,Q9Y4K0,TMEM87A,LOXL2,9.99385634297871e-6,0.02843592332038,0.971554082823277
25963,100507436,Q8NBN3-3,E7EP37,TMEM87A,MICA,1.8971543645862e-4,0.086826722097372,0.912983562466169
25963,5091,Q8NBN3-3,P11498,TMEM87A,PC,2.32697162665394e-14,0.0629388666794305,0.937061133320546
25963,285237,Q8NBN3-3,Q5JPI3-2,TMEM87A,C3orf38,0.0511929940693888,0.00103775892940927,0.947769247001202
25963,1363,Q8NBN3-3,D6RF88,TMEM87A,CPE,0.0133609365302694,0.205306323563446,0.781332739906285
25963,51614,Q8NBN3-3,Q9Y282-3,TMEM87A,ERGIC3,8.895897057513e-15,0.061214213443044,0.93878578655695
25963,3909,Q8NBN3-3,Q16787,TMEM87A,LAMA3,3.415034641112e-5,0.0478700834437893,0.952095766209799
25963,152992,Q8NBN3-3,Q8IYL2,TMEM87A,METTL19,0.00930891997044606,0.0087847166776079191,0.981906363351946
25963,3714,Q8NBN3-3,Q9Y219-2,TMEM87A,JAG2,0.150136365456894,0.0961806881044691,0.753682946438637
93081,9581,Q5JUR7,Q4J6C6-3,C13orf27,PREPL,3.50554063998219e-13,0.180440621966385,0.819559378033265
93081,57698,Q5JUR7,A0MZ66-3,C13orf27,KIAA1598,5.28185247344879e-6,0.00485139564492905,0.995143322502598
252839,10381,Q9P0T7,Q13509,TMEM9,TUBB3,1.9552530985138998e-19,0.099616248589634,0.90038375141037
252839,80207,Q9P0T7,Q9H6K4,TMEM9,OPA3,9.370672915908e-7,1.599794920222e-5,0.999983064983506
252839,23195,Q9P0T7,Q9NU22,TMEM9,MDN1,3.86222398186861e-14,0.135212123721383,0.864787876278578
252839,55183,Q9P0T7,Q5UIP0-2,TMEM9,RIF1,9.978142866582691e-15,0.157456085328454,0.842543914671536
252839,662,Q9P0T7,Q12981-1,TMEM9,BNIP1,2.66978476432701e-8,0.0881081784104859,0.911891794891666
252839,57510,Q9P0T7,Q9HAV4,TMEM9,XPO5,2.07696766183517e-13,0.0765650916854354,0.923434908314357
252839,28982,Q9P0T7,Q9Y5Y0,TMEM9,FLVCR1,2.49693688615819e-10,0.00298466622712648,0.99701533352318
252839,51103,Q9P0T7,Q9Y375,TMEM9,NDUFAF1,3.45094057209014e-13,5.9382135007571e-4,0.999406178649579
252839,2043,Q9P0T7,P54764,TMEM9,EPHA4,7.44570341188803e-12,0.0172776388052354,0.982722361187319
252839,23171,Q9P0T7,Q8N335,TMEM9,GPD1L,1.2127636271456e-13,0.115988033539049,0.88401196646083
252839,10059,Q9P0T7,O00429-2,TMEM9,DNM1L,0.0156039120935138,0.0496640699336371,0.934732017972849
252839,92105,Q9P0T7,Q96HW7-2,TMEM9,INTS4,2.0252632233333297e-11,0.130454408282842,0.869545591696905
252839,10783,Q9P0T7,Q9HC98,TMEM9,NEK6,0.00164920362020508,5.194721820494e-5,0.99829884916159
252839,140609,Q9P0T7,Q8TDX7,TMEM9,NEK7,4.5216613759324e-18,0.019640746532102,0.9803592534679
252839,51295,Q9P0T7,Q9BQ95,TMEM9,ECSIT,6.3597984832015995e-12,0.00149954907434176,0.998500450919299
252839,57508,Q9P0T7,Q9H0H0,TMEM9,INTS2,6.089448590884941e-15,0.0327967553997887,0.967203244600205
252839,57498,Q9P0T7,Q9ULH0-2,TMEM9,KIDINS220,7.28838722755221e-15,0.00581755581936941,0.994182444180623
252839,7249,Q9P0T7,P49815-2,TMEM9,TSC2,6.0474765368738295e-12,0.0427082189209856,0.957291781072967
252839,545,Q9P0T7,Q13535-2,TMEM9,ATR,4.61681878241061e-9,0.0496838825416244,0.950316112841557
252839,23042,Q9P0T7,Q6P996,TMEM9,PDXDC1,3.70087061925579e-10,0.137808365424733,0.86219163420518
252839,57488,Q9P0T7,A0FGR8-2,TMEM9,ESYT2,6.18712113160753e-19,0.188389574823181,0.811610425176819
252839,79675,Q9P0T7,Q53R41,TMEM9,FASTKD1,4.9692544478853306e-15,0.119022449854627,0.880977550145368
252839,9950,Q9P0T7,Q8TBA6-2,TMEM9,GOLGA5,9.5886708100733e-14,0.0697216400643454,0.930278359935559
252839,10564,Q9P0T7,Q9Y6D5,TMEM9,ARFGEF2,1.04481323146318e-10,0.208237293626934,0.791762706268584
252839,28976,Q9P0T7,Q9H845,TMEM9,ACAD9,2.4873693672384004e-16,0.14047801274967,0.85952198725033
252839,3364,Q9P0T7,O60921,TMEM9,HUS1,8.7661894923486e-14,4.2956981178101e-4,0.99957043018813
252839,3716,Q9P0T7,P23458,TMEM9,JAK1,2.55754261767462e-14,0.177187990653522,0.822812009346452
252839,1785,Q9P0T7,P50570-2,TMEM9,DNM2,1.2929164584003e-24,0.0060528042471811,0.99394719575282
252839,1759,Q9P0T7,Q05193-2,TMEM9,DNM1,0.00287304461593143,0.0641088647169513,0.933018090667117
252839,26052,Q9P0T7,Q9UQ16-2,TMEM9,DNM3,5.0119032952203496e-11,6.0603736952537e-4,0.999393962580356
252839,9213,Q9P0T7,Q9UBH6-2,TMEM9,XPR1,1.5416041076625e-10,0.00162019054719644,0.998379809298643
252839,54963,Q9P0T7,Q9NWZ5,TMEM9,UCKL1,1.2916285712479e-11,0.00740046417666835,0.992599535810415
252839,161424,Q9P0T7,Q86U38,TMEM9,C14orf21,2.38291777450327e-12,0.0132914536617301,0.986708546335887
252839,1182,Q9P0T7,P51790,TMEM9,CLCN3,3.3037408385721298e-12,9.683562488674771e-9,0.999999990313134
252839,27346,Q9P0T7,Q5BJF2,TMEM9,TMEM97,5.04028226293634e-9,0.00780780333653556,0.992192191623182
252839,26953,Q9P0T7,O60518,TMEM9,RANBP6,2.2258937506273e-25,0.16759349241912,0.83240650758088
252839,81671,Q9P0T7,Q96GC9,TMEM9,VMP1,0.0679531871803281,0.0672469562725609,0.864799856547111
252839,23244,Q9P0T7,Q29RF7,TMEM9,PDS5A,6.9853908933133e-11,0.0179297624742973,0.982070237455849
252839,29880,Q9P0T7,Q9Y673-2,TMEM9,ALG5,8.199014509086859e-11,0.0960608710306807,0.903939128887329
252839,26046,Q9P0T7,O94822,TMEM9,LTN1,7.784847622097691e-17,0.15073788247114,0.84926211752886
252839,8086,Q9P0T7,Q9NRG9,TMEM9,AAAS,1.91019251814963e-8,0.120435663236247,0.879564317661828
252839,215,Q9P0T7,P33897,TMEM9,ABCD1,6.831409072252e-5,0.0123571470309737,0.987574538878304
252839,9735,Q9P0T7,P50748,TMEM9,KNTC1,3.33964919135019e-7,0.0652293683820259,0.934770297653055
252839,25819,Q9P0T7,Q9UK39,TMEM9,CCRN4L,0.0169283796438901,0.0361279188983717,0.946943701457738
252839,115209,Q9P0T7,Q96E52,TMEM9,OMA1,2.96375724347534e-6,0.0601685379269311,0.939828498315825
252839,201158,Q9P0T7,Q96ET8-3,TMEM9,FAM18B2,1.90756905622007e-6,0.0774533088435209,0.922544783587423
252839,79072,Q9P0T7,Q14CZ7,TMEM9,FASTKD3,3.22262278693663e-7,0.0493751511709176,0.950624526566804
252839,27229,Q9P0T7,Q9UGJ1-2,TMEM9,TUBGCP4,5.7386321811928e-17,0.0040001216735812,0.99599987832642
252839,132001,Q9P0T7,Q96BW9,TMEM9,C3orf31,1.6422333845087e-4,0.011494966692676,0.988340809968873
252839,25896,Q9P0T7,Q9NVH2-2,TMEM9,INTS7,8.25473533597477e-10,0.186280726754336,0.81371927242019
252839,7358,Q9P0T7,O60701,TMEM9,UGDH,1.32196482406662e-13,0.108327081807336,0.891672918192532
252839,55240,Q9P0T7,Q658P3-2,TMEM9,STEAP3,0.0010656739074004,0.00983600362966876,0.989098322462931
252839,55706,Q9P0T7,Q9BTX1-2,TMEM9,TMEM48,1.53427191593958e-10,0.00213716033631482,0.997862839510258
252839,6811,Q9P0T7,Q13190-2,TMEM9,STX5,2.63282980269592e-6,0.166987695873804,0.833009671296393
252839,64216,Q9P0T7,Q9H5Q4,TMEM9,TFB2M,2.49412364661589e-15,0.0665751695672102,0.933424830432787
252839,990,Q9P0T7,Q99741,TMEM9,CDC6,7.979198517062e-5,0.0662496760878762,0.933670531926953
252839,23284,Q9P0T7,Q9HAR2-2,TMEM9,LPHN3,0.0102471311489078,0.0364481622188228,0.953304706632269
252839,25778,Q9P0T7,Q6XUX3,TMEM9,DSTYK,1.63614077983107e-6,0.171527053572093,0.828471310287127
252839,5865,Q9P0T7,P20337,TMEM9,RAB3B,0.152591087874248,0.0134263797096611,0.833982532416091
252839,56674,Q9P0T7,Q9NQ34,TMEM9,TMEM9B,3.6019487965509e-18,5.669858699725e-6,0.9999943301413
252839,60558,Q9P0T7,Q8N442,TMEM9,GUF1,0.0412640703110255,0.0147534603160393,0.943982469372935
252839,55326,Q9P0T7,Q9NUQ2,TMEM9,AGPAT5,0.0574257948136111,0.144875141445799,0.79769906374059
252839,10459,Q9P0T7,Q9UI95,TMEM9,MAD2L2,3.626462239445e-5,0.171406964405605,0.828556770972
252839,53373,Q9P0T7,Q9ULQ1-3,TMEM9,TPCN1,0.00215739981102911,0.00107704576311742,0.996765554425854
252839,79607,Q9P0T7,Q9BPY3,TMEM9,FAM118B,4.0423103121173e-19,0.0017978441202863,0.99820215587971
252839,160760,Q9P0T7,Q8NI37,TMEM9,PPTC7,1.597458950706e-5,0.00567331127012285,0.99431071414037
252839,23047,Q9P0T7,Q9NTI5-2,TMEM9,PDS5B,9.21349235531908e-7,0.0432488585880685,0.956750220062696
252839,8677,Q9P0T7,O60499-2,TMEM9,STX10,0.0259338754964815,0.0308791104859327,0.943187014017586
252839,7852,Q9P0T7,P61073-2,TMEM9,CXCR4,3.6517755755665e-9,0.048050560427338,0.95194943592089
252839,23400,Q9P0T7,Q9NQ11-2,TMEM9,ATP13A2,2.74136055068397e-7,0.10136045336507,0.898639272498875
252839,56704,Q9P0T7,Q9HDC5,TMEM9,JPH1,7.68830446925476e-7,0.239285062153593,0.76071416901596
252839,2812,Q9P0T7,P13224-2,TMEM9,GP1BB,3.4678099681406e-16,0.08058795963686,0.91941204036314
252839,9248,Q9P0T7,Q13585,TMEM9,GPR50,0.168789782515317,0.0686612546387352,0.762548962845948
252839,153090,Q9P0T7,Q5VWQ8,TMEM9,DAB2IP,0.0027421023108731,0.24011520017133,0.757142697517797
7163,7165,F5H0B0,O43399-2,TPD52,TPD52L2,1.4602715976823e-22,1.2777871262473e-7,0.99999987222129
7163,65056,F5H0B0,Q86WP2-2,TPD52,GPBP1,7.5225500993634e-4,2.261341939287e-5,0.999225131570671
50852,37,Q6PIZ9,P49748-2,TRAT1,ACADVL,5.63405899733205e-7,0.211149243637406,0.788850192956694
50852,64792,Q6PIZ9,Q9H7X7,TRAT1,RABL5,1.19632196063583e-10,1.96691972832858e-7,0.999999803188395
50852,57120,Q6PIZ9,Q9HD26-2,TRAT1,GOPC,4.71641837516781e-12,0.0154671663580049,0.984532833637279
50852,84898,Q6PIZ9,Q6UX71,TRAT1,PLXDC2,9.8896090890603e-11,0.0519016329871365,0.948098366913967
50852,2274,Q6PIZ9,Q14192,TRAT1,FHL2,2.7272129526229e-4,0.244309668680767,0.755417610023971
7379,479,O00526,P54707-2,UPK2,ATP12A,4.28113161473581e-13,0.0223138483965904,0.977686151602982
7379,57521,O00526,Q8N122,UPK2,RPTOR,2.94541847282945e-10,0.0272328919933138,0.972767107712144
7379,214,O00526,B4DTU0,UPK2,ALCAM,3.71111891876204e-8,4.877318219117e-5,0.99995118970662
7379,8729,O00526,Q92538,UPK2,GBF1,5.44490069906433e-18,0.234381971175624,0.765618028824376
7379,92105,O00526,Q96HW7-2,UPK2,INTS4,1.69804016806037e-10,0.0177480677825659,0.98225193204763
7379,374383,O00526,Q68D85,UPK2,DKFZp686O24166,6.554755760110861e-9,0.0749061666319918,0.925093826813252
7379,9670,O00526,O94829,UPK2,IPO13,5.1360795681106896e-12,0.0174375279737973,0.982562472021067
7379,56133,O00526,Q9Y5E7,UPK2,PCDHB2,0.0920493201368352,1.421197831962e-5,0.90793646788484506
7379,56105,O00526,Q9Y5H2-2,UPK2,PCDHGA11,5.35900544509057e-7,4.813293412205e-5,0.999951331165333
7379,10565,O00526,Q9Y6D6,UPK2,ARFGEF1,9.23491599886552e-11,0.133158024862244,0.866841975045406
7379,55243,O00526,Q96J84-2,UPK2,KIRREL,3.4645341828831298e-12,0.0197103941084339,0.980289605888102
7379,9900,O00526,Q7L0J3-2,UPK2,SV2A,4.34161417680925e-13,0.0906739783924747,0.909326021607091
7379,57674,O00526,C9JCP4,UPK2,RNF213,6.60639958002178e-7,0.151748941280569,0.848250398079473
7379,10882,O00526,O75973,UPK2,C1QL1,9.48739144795922e-6,0.0848718198041048,0.915118692804447
7379,91147,O00526,Q5HYA8,UPK2,TMEM67,3.38049171180914e-6,0.0148993422991968,0.985097277209091
7379,5101,O00526,Q9HC56-2,UPK2,PCDH9,2.18490675859445e-14,0.0235422018457125,0.976457798154266
7379,22859,O00526,O94910-2,UPK2,LPHN1,1.01762064434652e-10,0.0740562709992267,0.925943728899011
7379,3572,O00526,P40189,UPK2,IL6ST,3.0602803522238e-4,1.1763988186305e-4,0.999576332082915
7379,3698,O00526,P19823,UPK2,ITIH2,0.0423654346498035,0.11495125723801,0.842683308112186
7379,4253,O00526,O15320-2,UPK2,CTAGE5,0.00183520435341104,0.127703124300076,0.870461671346513
7379,8828,O00526,O60462-2,UPK2,NRP2,2.1323242242696098e-11,1.587351030346e-4,0.999841264875642
7379,117247,O00526,Q8TF71,UPK2,SLC16A10,1.5974857540979e-4,0.017888671721539198,0.981951579703051
7379,84168,O00526,Q9H6X2,UPK2,ANTXR1,1.0309383150241101e-10,0.179858418244923,0.820141581651983
7379,388650,O00526,Q5T7M9,UPK2,FAM69A,7.757264361434e-5,0.125579130828979,0.874343296527407
7379,1952,O00526,Q9HCU4,UPK2,CELSR2,1.0607113390036099e-13,0.0469419944896334,0.953058005510261
7379,57575,O00526,Q9P2E7,UPK2,PCDH10,0.0178606492843922,0.038445873550863,0.943693477164745
7379,25896,O00526,Q9NVH2-2,UPK2,INTS7,3.63550098898289e-7,0.183622644107974,0.816376992341927
7379,3764,O00526,Q15842,UPK2,KCNJ8,8.97768196246386e-10,0.0555293222687963,0.944470676833435
7379,25825,O00526,Q9Y5Z0-2,UPK2,BACE2,0.0420554525116738,0.114313019204127,0.843631528284199
7379,9016,O00526,O95258-2,UPK2,SLC25A14,0.053059502375866,0.0629779723697373,0.883962525254397
7379,29967,O00526,Q9Y561-2,UPK2,LRP12,0.0682912243633795,0.0332590060146339,0.898449769621987
7379,51104,O00526,Q5VST6,UPK2,FAM108B1,3.08113112481058e-6,0.00525214352617722,0.994744775342698
7379,4059,O00526,P50895,UPK2,BCAM,1.25194437964253e-6,8.2024278509112e-4,0.999178505270529
84529,23060,Q9Y2V0,O15014,C15orf41,ZNF609,2.6653918436681e-8,0.00622613021614815,0.993773843129933
84529,54908,Q9Y2V0,Q96EA4,C15orf41,CCDC99,2.95576343087042e-7,0.0345995053652369,0.96540019905842
84529,6311,Q9Y2V0,Q99700-2,C15orf41,ATXN2,2.97257399070899e-10,0.124294660644633,0.875705339058109
84529,9931,Q9Y2V0,P42694,C15orf41,HELZ,2.73889647299384e-11,0.0289154178679751,0.971084582104636
84529,64215,Q9Y2V0,Q96KC8,C15orf41,DNAJC1,1.80761284384981e-7,0.0559918625619521,0.944007956676764
84529,159195,Q9Y2V0,Q70EL1-10,C15orf41,USP54,2.6160905311479e-4,0.236298030187315,0.76344036075957
84529,80139,Q9Y2V0,Q9H7S9,C15orf41,ZNF703,0.014708058909822,0.203255852379297,0.782036088710881
84529,25842,Q9Y2V0,Q9Y294,C15orf41,ASF1A,1.6137131623018998e-23,5.4954127123307e-9,0.99999999450459
84529,55723,Q9Y2V0,Q9NVP2,C15orf41,ASF1B,1.2488921850208998e-20,4.4627862192764e-9,0.99999999553721
84529,201292,Q9Y2V0,Q6PJ69,C15orf41,TRIM65,0.0409726629318457,0.0398093478827643,0.91921798918539
90416,1173,Q9BV29-2,Q96CW1-2,C15orf57,AP2M1,4.141251773033791e-15,0.100359015563278,0.899640984436718
90416,161,Q9BV29-2,O94973-2,C15orf57,AP2A2,5.88805491836546e-12,1.229127105728e-5,0.999987708723055
90416,160,Q9BV29-2,O95782-2,C15orf57,AP2A1,1.06897156511106e-13,3.918546324254e-5,0.99996081453665
90416,79719,Q9BV29-2,Q6PD74,C15orf57,AAGAB,2.9429308718215e-7,3.6486475786731e-7,0.99999934084216
90416,1845,Q9BV29-2,P51452,C15orf57,DUSP3,1.3982071974756702e-9,0.103491398913671,0.896508599688122
90416,53343,Q9BV29-2,Q9BW91-2,C15orf57,NUDT9,5.4846090985712e-4,5.7809101370083e-4,0.998873448076442
90416,85439,Q9BV29-2,Q8WXE9,C15orf57,STON2,0.00434004827255247,0.00164872742326007,0.994011224304188
200523,84908,Q96LM6,Q96C01,C2orf51,FAM136A,1.0042130140502501e-9,0.00396422279563022,0.996035776200157
200523,50861,Q96LM6,Q9NZ72,C2orf51,STMN3,1.22649946747763e-8,2.555199836492e-5,0.99997443573664
200523,64792,Q96LM6,Q9H7X7,C2orf51,RABL5,2.6680485268349303e-9,2.939030673986e-4,0.999706094264553
200523,50852,Q96LM6,Q6PIZ9,C2orf51,TRAT1,8.30525756351e-5,2.81713048999086e-6,0.999914130293875
200523,57060,Q96LM6,P57723-2,C2orf51,PCBP4,0.00795114705814622,0.209365431454194,0.782683421487659
55776,4701,Q9NPB0,O95182,C6orf64,NDUFA7,4.47043112961634e-10,0.0661077271964661,0.933892272356491
55776,10257,Q9NPB0,O15439-2,C6orf64,ABCC4,1.0557699916826e-4,0.0641923495555512,0.935702073445281
55776,7905,Q9NPB0,Q00765,C6orf64,REEP5,2.195887710648e-5,0.10740107415651,0.892576966966384
55776,83693,Q9NPB0,Q3SXM5,C6orf64,HSDL1,6.91724945778923e-10,0.193862439400047,0.806137559908228
55776,4731,Q9NPB0,P56181-2,C6orf64,NDUFV3,6.10179137953937e-10,0.00465433993754248,0.995345659452278
55776,617,Q9NPB0,Q9Y276,C6orf64,BCS1L,1.0211604165993e-10,2.08514946492962e-6,0.999997914748419
55776,317762,Q9NPB0,A6NKD9,C6orf64,CCDC85C,1.51635222179519e-11,0.00100788850809571,0.998992111476741
55776,162427,Q9NPB0,Q86VR2,C6orf64,FAM134C,1.44933273863e-5,0.0739009312390556,0.926084575433558
55776,9907,Q9NPB0,O43299,C6orf64,KIAA0415,3.6169625538571e-9,2.1555975677172e-4,0.999784436626266
55776,92840,Q9NPB0,Q96HR9,C6orf64,REEP6,1.1541915653222e-4,0.00874680413964227,0.991137776703825
55776,11007,Q9NPB0,Q15834,C6orf64,CCDC85B,4.0387249087389e-4,0.0178792683888876,0.981716859120238
865,861,Q13951,Q01196-10,CBFB,RUNX1,2.36666347115518e-10,6.43920575841895e-8,0.999999935371276
865,51388,Q13951,Q9Y221,CBFB,NIP7,6.534637129772241e-9,0.0594199776213327,0.94058001584403
865,860,Q13951,Q13950-2,CBFB,RUNX2,2.4030408919750997e-24,1.3714579082638e-14,0.99999999999999
865,864,Q13951,Q13761,CBFB,RUNX3,1.6415516300081e-23,3.6042299244629995e-13,0.99999999999964
11126,10381,O95971,Q13509,CD160,TUBB3,4.9092825736800804e-14,0.243218574891685,0.756781425108266
11126,5796,O95971,Q15262-2,CD160,PTPRK,6.490602480476e-10,0.0101412633120383,0.989858736038901
11126,22926,O95971,P18850,CD160,ATF6,3.52973756152408e-14,0.133556517385354,0.866443482614611
11126,9254,O95971,Q9NY47-2,CD160,CACNA2D2,1.16382585224174e-14,0.0422605227018843,0.957739477298104
11126,9620,O95971,Q9NYQ6,CD160,CELSR1,7.03068152917206e-15,0.175438668088847,0.824561331911146
11126,120114,O95971,Q8TDW7-3,CD160,FAT3,2.2556326618611e-12,0.102544332362403,0.897455667635342
11126,2195,O95971,Q14517,CD160,FAT1,7.985902182361761e-15,0.00469882326402989,0.995301176735962
11126,3685,O95971,P06756-2,CD160,ITGAV,4.7296135160188e-17,0.155272633254461,0.844727366745539
11126,6443,O95971,Q16585,CD160,SGCB,3.7915669746967703e-14,0.120935455803814,0.879064544196148
11126,4884,O95971,Q15818,CD160,NPTX1,4.5198122674139796e-11,0.0123285239020918,0.98767147605271
11126,55761,O95971,Q96AE7,CD160,TTC17,1.01854196890807e-12,0.0990678720422031,0.900932127956778
11126,22883,O95971,O94985-2,CD160,CLSTN1,1.16737761582491e-13,5.001277903974e-5,0.999949987220844
11126,79633,O95971,Q6V0I7-3,CD160,FAT4,1.86775227643773e-10,0.00768375301043117,0.992316246802794
11126,220323,O95971,Q86UD1,CD160,OAF,5.23760363184902e-8,0.127166931652993,0.872833015970971
11126,54622,O95971,Q9NXU5,CD160,ARL15,0.00982943190177277,0.0155312573836277,0.9746393107146
11126,3655,O95971,P23229-2,CD160,ITGA6,9.89661134829619e-10,0.00632200315200755,0.993677995858331
11126,10577,O95971,P61916,CD160,NPC2,5.6516630634836e-6,0.0499394280968014,0.950054920240135
11126,3675,O95971,P26006-2,CD160,ITGA3,0.00775889151787531,0.00405835545440317,0.988182753027722
11126,84059,O95971,Q8WXG9,CD160,GPR98,1.58951652992884e-12,0.0105128613702977,0.989487138628113
11126,8754,O95971,Q13443,CD160,ADAM9,4.37062774302568e-7,0.159457600099932,0.840541962837294
11126,1690,O95971,O43405,CD160,COCH,2.41008762192554e-15,0.150073414520807,0.84992658547919
11126,10882,O95971,O75973,CD160,C1QL1,2.90076899511064e-6,0.0086127334063376,0.991384365824667
11126,23654,O95971,O15031,CD160,PLXNB2,1.94308196484894e-13,0.0750007565055895,0.924999243494216
11126,79937,O95971,Q9BZ76,CD160,CNTNAP3,2.4302144265860498e-11,0.0164306808820148,0.983569319093683
11126,79600,O95971,Q2MV58-2,CD160,TCTN1,4.78639740329151e-9,0.0729080522446261,0.927091942968977
11126,7049,O95971,Q03167-2,CD160,TGFBR3,3.07025255637e-5,0.00329234383538439,0.996676953639052
11126,781,O95971,P54289-2,CD160,CACNA2D1,3.18722864718829e-11,0.0427747780309819,0.957225221937146
11126,5125,O95971,Q92824,CD160,PCSK5,2.17152758141e-5,0.0651166294383005,0.934861655285885
11126,1952,O95971,Q9HCU4,CD160,CELSR2,9.25477312751659e-13,0.188972457807402,0.811027542191673
11126,200895,O95971,Q86XF0,CD160,DHFRL1,8.21835272751293e-9,0.00741120070297183,0.992588791078676
11126,56983,O95971,Q8NBL1,CD160,POGLUT1,3.2392320813797e-4,0.233829304997287,0.765846771794575
11126,4016,O95971,Q08397,CD160,LOXL1,2.5181403431605e-4,3.56528118254e-5,0.999712533153859
11126,8516,O95971,P53708,CD160,ITGA8,4.57807831128236e-6,0.104740786592852,0.895254635328837
11126,1951,O95971,Q9NYQ7-2,CD160,CELSR3,3.68050256823494e-8,0.00115229063557432,0.9988476725594
11126,3673,O95971,P17301,CD160,ITGA2,1.0451117082073e-4,0.0572793508359269,0.942616137993252
11126,5738,O95971,Q9P2B2,CD160,PTGFRN,1.29676611862454e-10,0.133701582911404,0.866298416958919
27350,22984,Q9NRW3,Q14690,APOBEC3C,PDCD11,3.1601021292203795e-11,0.127937460283987,0.872062539684412
